Parcel Number,Name,Address,Sale Date,Sale Price
591-0026-0010-00,"FOREST PARK CITY OF ",SCHAPPELLE LN,6/23/1982,$0
591-0026-0018-00,"KLEIN KEITH TR & ALLEN OMERNICK ",2060 SCHAPPELLE LN,1/2/2015,$0
591-0026-0022-00,2065 SCHAPPELLE LANE LLC,2065 SCHAPPELLE LN,10/11/2016,"$175,000"
591-0025-0209-00,"MILOR INVESTMENT PROPERTIES LTD ",2070 SCHAPPELLE LN,2/13/2015,$0
591-0026-0011-00,"MILOR INVESTMENT PROPERTIES LTD ",2070 SCHAPPELLE LN,2/13/2015,$0
591-0025-0210-00,"W E H INVESTMENTS INC ",2078 SCHAPPELLE LN,12/31/1992,$0
591-0026-0019-00,"W E H INVESTMENTS INC ",2078 SCHAPPELLE LN,12/31/1992,$0
591-0026-0034-00,"E T I CORP ",2105 SCHAPPELLE LN,11/18/2010,"$610,500"
591-0025-0213-00,"KARLE PROPERTIES LLC ",2110 SCHAPPELLE LN,2/4/1998,"$180,000"
591-0026-0032-00,"H B HARTKE INVESTMENTS LLC ",2115 SCHAPPELLE LN,11/21/2013,$0
591-0026-0026-00,"CENTER LINE PROPERTIES LLC ",2120 SCHAPPELLE LN,5/19/2003,$0
591-0026-0027-00,CASSIE KUNZ HOLDINGS LLC,2130 SCHAPPELLE LN,4/4/2017,"$765,780"
591-0026-0031-00,"BUCKEYE ELECTRIC CO ",2135 SCHAPPELLE LN,12/15/2003,$0
591-0026-0030-00,"ARENTS MICHAEL E & JANICE ",2145 SCHAPPELLE LN,1/1/1990,$0
591-0026-0029-00,SANDER BROTHERS CUSTOM GROUNDS CARE LLC,2160 SCHAPPELLE LN,4/11/2016,"$280,000"
